establecimiento_educativo,sector_educativo,comuna,grado,area,numero_estudiantes_por_establecimiento
i.e. fatima nutibara,oficial,Belén,Noveno,matemáticas,6
i.e. fatima nutibara,oficial,Belén,Quinto,lenguaje,6
i.e. fatima nutibara,oficial,Belén,Tercero,lenguaje,6
i.e. fatima nutibara,oficial,Belén,Quinto,matemáticas,6
inst educ republica de honduras,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ republica de honduras,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ republica de honduras,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ republica de honduras,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ republica de honduras,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ republica de honduras,oficial,Santa Cruz,Noveno,lenguaje,6
institucion educativa manuel jose cayzedo,oficial,Buenos Aires,Noveno,matemáticas,6
institucion educativa manuel jose cayzedo,oficial,Buenos Aires,Quinto,lenguaje,6
institucion educativa manuel jose cayzedo,oficial,Buenos Aires,Tercero,matemáticas,6
institucion educativa manuel jose cayzedo,oficial,Buenos Aires,Quinto,matemáticas,6
institucion educativa manuel jose cayzedo,oficial,Buenos Aires,Tercero,lenguaje,6
institucion educativa manuel jose cayzedo,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ octavio harry - jacqueline kennedy,oficial,Belén,Noveno,lenguaje,6
inst educ octavio harry - jacqueline kennedy,oficial,Belén,Quinto,matemáticas,6
inst educ octavio harry - jacqueline kennedy,oficial,Belén,Tercero,lenguaje,6
inst educ octavio harry - jacqueline kennedy,oficial,Belén,Quinto,lenguaje,6
inst educ octavio harry - jacqueline kennedy,oficial,Belén,Noveno,matemáticas,6
inst educ octavio harry - jacqueline kennedy,oficial,Belén,Tercero,matemáticas,6
inst educ maria montessori,oficial,Castilla,Tercero,matemáticas,6
inst educ maria montessori,oficial,Castilla,Tercero,lenguaje,6
inst educ maria montessori,oficial,Castilla,Noveno,lenguaje,6
inst educ maria montessori,oficial,Castilla,Noveno,matemáticas,6
inst educ maria montessori,oficial,Castilla,Quinto,lenguaje,6
inst educ maria montessori,oficial,Castilla,Quinto,matemáticas,6
inst educ lorenza villegas de santos,oficial,Aranjuez,Tercero,matemáticas,6
inst educ lorenza villegas de santos,oficial,Aranjuez,Quinto,lenguaje,6
inst educ lorenza villegas de santos,oficial,Aranjuez,Noveno,lenguaje,6
inst educ lorenza villegas de santos,oficial,Aranjuez,Noveno,matemáticas,6
inst educ lorenza villegas de santos,oficial,Aranjuez,Quinto,matemáticas,6
inst educ lorenza villegas de santos,oficial,Aranjuez,Tercero,lenguaje,6
inst educ santa rosa de lima,oficial,La América,Noveno,lenguaje,6
inst educ santa rosa de lima,oficial,La América,Tercero,matemáticas,6
inst educ santa rosa de lima,oficial,La América,Tercero,lenguaje,6
inst educ santa rosa de lima,oficial,La América,Quinto,lenguaje,6
inst educ santa rosa de lima,oficial,La América,Noveno,matemáticas,6
inst educ santa rosa de lima,oficial,La América,Quinto,matemáticas,6
inst educ jose maria bravo marquez,oficial,Aranjuez,Tercero,lenguaje,6
inst educ jose maria bravo marquez,oficial,Aranjuez,Noveno,matemáticas,6
inst educ jose maria bravo marquez,oficial,Aranjuez,Quinto,lenguaje,6
inst educ jose maria bravo marquez,oficial,Aranjuez,Tercero,matemáticas,6
inst educ jose maria bravo marquez,oficial,Aranjuez,Quinto,matemáticas,6
inst educ jose maria bravo marquez,oficial,Aranjuez,Noveno,lenguaje,6
ins tec industrial pascual bravo,oficial,Robledo,Noveno,lenguaje,2
ins tec industrial pascual bravo,oficial,Robledo,Noveno,matemáticas,2
inst educ rosalia suarez,oficial,Belén,Quinto,matemáticas,6
inst educ rosalia suarez,oficial,Belén,Noveno,lenguaje,6
inst educ rosalia suarez,oficial,Belén,Quinto,lenguaje,6
inst educ rosalia suarez,oficial,Belén,Noveno,matemáticas,6
inst educ rosalia suarez,oficial,Belén,Tercero,matemáticas,6
inst educ rosalia suarez,oficial,Belén,Tercero,lenguaje,6
inst educ la presentacion,oficial,Guayabal,Tercero,matemáticas,6
inst educ la presentacion,oficial,Guayabal,Noveno,lenguaje,6
inst educ la presentacion,oficial,Guayabal,Quinto,lenguaje,6
inst educ la presentacion,oficial,Guayabal,Quinto,matemáticas,6
inst educ la presentacion,oficial,Guayabal,Noveno,matemáticas,6
inst educ la presentacion,oficial,Guayabal,Tercero,lenguaje,6
inst educ santo angel,oficial,Guayabal,Noveno,matemáticas,6
inst educ santo angel,oficial,Guayabal,Quinto,matemáticas,6
inst educ santo angel,oficial,Guayabal,Tercero,lenguaje,6
inst educ santo angel,oficial,Guayabal,Quinto,lenguaje,6
inst educ santo angel,oficial,Guayabal,Noveno,lenguaje,6
inst educ santo angel,oficial,Guayabal,Tercero,matemáticas,6
inst educ campo valdes,oficial,Aranjuez,Noveno,lenguaje,6
inst educ campo valdes,oficial,Aranjuez,Tercero,lenguaje,6
inst educ campo valdes,oficial,Aranjuez,Quinto,lenguaje,6
inst educ campo valdes,oficial,Aranjuez,Quinto,matemáticas,6
inst educ campo valdes,oficial,Aranjuez,Noveno,matemáticas,6
inst educ campo valdes,oficial,Aranjuez,Tercero,matemáticas,6
inst educ monseñor francisco cristobal toro,oficial,Aranjuez,Tercero,matemáticas,6
inst educ monseñor francisco cristobal toro,oficial,Aranjuez,Tercero,lenguaje,6
inst educ monseñor francisco cristobal toro,oficial,Aranjuez,Noveno,lenguaje,6
inst educ monseñor francisco cristobal toro,oficial,Aranjuez,Quinto,lenguaje,6
inst educ monseñor francisco cristobal toro,oficial,Aranjuez,Quinto,matemáticas,6
inst educ monseñor francisco cristobal toro,oficial,Aranjuez,Noveno,matemáticas,6
inst educ tulio ospina,oficial,La Candelaria,Tercero,lenguaje,6
inst educ tulio ospina,oficial,La Candelaria,Quinto,lenguaje,6
inst educ tulio ospina,oficial,La Candelaria,Noveno,lenguaje,6
inst educ tulio ospina,oficial,La Candelaria,Quinto,matemáticas,6
inst educ tulio ospina,oficial,La Candelaria,Tercero,matemáticas,6
inst educ tulio ospina,oficial,La Candelaria,Noveno,matemáticas,6
i.e. manuel uribe ángel,oficial,Santa Cruz,Quinto,lenguaje,6
i.e. manuel uribe ángel,oficial,Santa Cruz,Noveno,matemáticas,6
i.e. manuel uribe ángel,oficial,Santa Cruz,Tercero,matemáticas,6
i.e. manuel uribe ángel,oficial,Santa Cruz,Tercero,lenguaje,6
i.e. manuel uribe ángel,oficial,Santa Cruz,Quinto,matemáticas,6
i.e. manuel uribe ángel,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ juan de dios carvajal,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ juan de dios carvajal,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ juan de dios carvajal,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ juan de dios carvajal,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ juan de dios carvajal,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ juan de dios carvajal,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ republica de uruguay,oficial,Castilla,Tercero,matemáticas,6
inst educ republica de uruguay,oficial,Castilla,Tercero,lenguaje,6
inst educ republica de uruguay,oficial,Castilla,Noveno,lenguaje,6
inst educ republica de uruguay,oficial,Castilla,Quinto,lenguaje,6
inst educ republica de uruguay,oficial,Castilla,Quinto,matemáticas,6
inst educ republica de uruguay,oficial,Castilla,Noveno,matemáticas,6
inst educ enrique olaya herrera,oficial,Manrique,Tercero,lenguaje,6
inst educ enrique olaya herrera,oficial,Manrique,Quinto,lenguaje,6
inst educ enrique olaya herrera,oficial,Manrique,Quinto,matemáticas,6
inst educ enrique olaya herrera,oficial,Manrique,Noveno,lenguaje,6
inst educ enrique olaya herrera,oficial,Manrique,Noveno,matemáticas,6
inst educ enrique olaya herrera,oficial,Manrique,Tercero,matemáticas,6
inst educ francisco miranda,oficial,Aranjuez,Noveno,lenguaje,6
inst educ francisco miranda,oficial,Aranjuez,Tercero,matemáticas,6
inst educ francisco miranda,oficial,Aranjuez,Noveno,matemáticas,6
inst educ francisco miranda,oficial,Aranjuez,Tercero,lenguaje,6
inst educ francisco miranda,oficial,Aranjuez,Quinto,lenguaje,6
inst educ francisco miranda,oficial,Aranjuez,Quinto,matemáticas,6
inst educ dinamarca,oficial,Castilla,Noveno,matemáticas,6
inst educ dinamarca,oficial,Castilla,Quinto,matemáticas,6
inst educ dinamarca,oficial,Castilla,Tercero,matemáticas,6
inst educ dinamarca,oficial,Castilla,Quinto,lenguaje,6
inst educ dinamarca,oficial,Castilla,Tercero,lenguaje,6
inst educ dinamarca,oficial,Castilla,Noveno,lenguaje,6
inst educ julio cesar garcia,oficial,Castilla,Noveno,lenguaje,6
inst educ julio cesar garcia,oficial,Castilla,Quinto,matemáticas,6
inst educ julio cesar garcia,oficial,Castilla,Tercero,lenguaje,6
inst educ julio cesar garcia,oficial,Castilla,Quinto,lenguaje,6
inst educ julio cesar garcia,oficial,Castilla,Noveno,matemáticas,6
inst educ julio cesar garcia,oficial,Castilla,Tercero,matemáticas,6
inst educ pedro octavio amado,oficial,Belén,Quinto,lenguaje,6
inst educ pedro octavio amado,oficial,Belén,Tercero,lenguaje,6
inst educ pedro octavio amado,oficial,Belén,Tercero,matemáticas,6
inst educ pedro octavio amado,oficial,Belén,Noveno,matemáticas,6
inst educ pedro octavio amado,oficial,Belén,Quinto,matemáticas,6
inst educ pedro octavio amado,oficial,Belén,Noveno,lenguaje,6
inst educ jorge robledo,oficial,Robledo,Quinto,lenguaje,6
inst educ jorge robledo,oficial,Robledo,Quinto,matemáticas,6
inst educ jorge robledo,oficial,Robledo,Noveno,lenguaje,6
inst educ jorge robledo,oficial,Robledo,Noveno,matemáticas,6
inst educ jorge robledo,oficial,Robledo,Tercero,lenguaje,6
inst educ jorge robledo,oficial,Robledo,Tercero,matemáticas,6
inst educ rodrigo correa palacio,oficial,Castilla,Tercero,matemáticas,6
inst educ rodrigo correa palacio,oficial,Castilla,Quinto,matemáticas,6
inst educ rodrigo correa palacio,oficial,Castilla,Noveno,matemáticas,6
inst educ rodrigo correa palacio,oficial,Castilla,Quinto,lenguaje,6
inst educ rodrigo correa palacio,oficial,Castilla,Tercero,lenguaje,6
inst educ rodrigo correa palacio,oficial,Castilla,Noveno,lenguaje,6
inst educ juan xxiii,oficial,San Javier,Quinto,lenguaje,6
inst educ juan xxiii,oficial,San Javier,Noveno,matemáticas,6
inst educ juan xxiii,oficial,San Javier,Quinto,matemáticas,6
inst educ juan xxiii,oficial,San Javier,Tercero,matemáticas,6
inst educ juan xxiii,oficial,San Javier,Noveno,lenguaje,6
inst educ juan xxiii,oficial,San Javier,Tercero,lenguaje,6
inst educ asia ignaciana,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ asia ignaciana,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ asia ignaciana,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ asia ignaciana,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ asia ignaciana,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ asia ignaciana,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ concejo de medellin,oficial,La América,Quinto,matemáticas,6
inst educ concejo de medellin,oficial,La América,Quinto,lenguaje,6
inst educ concejo de medellin,oficial,La América,Tercero,lenguaje,6
inst educ concejo de medellin,oficial,La América,Tercero,matemáticas,6
inst educ concejo de medellin,oficial,La América,Noveno,lenguaje,6
inst educ concejo de medellin,oficial,La América,Noveno,matemáticas,6
inst educ sebastian de belalcazar,oficial,Castilla,Quinto,lenguaje,6
inst educ sebastian de belalcazar,oficial,Castilla,Noveno,lenguaje,6
inst educ sebastian de belalcazar,oficial,Castilla,Quinto,matemáticas,6
inst educ sebastian de belalcazar,oficial,Castilla,Tercero,lenguaje,6
inst educ sebastian de belalcazar,oficial,Castilla,Noveno,matemáticas,6
inst educ sebastian de belalcazar,oficial,Castilla,Tercero,matemáticas,6
inst educ benedikta zur nieden,oficial,La América,Quinto,lenguaje,6
inst educ benedikta zur nieden,oficial,La América,Noveno,lenguaje,6
inst educ benedikta zur nieden,oficial,La América,Quinto,matemáticas,6
inst educ benedikta zur nieden,oficial,La América,Tercero,lenguaje,6
inst educ benedikta zur nieden,oficial,La América,Tercero,matemáticas,6
inst educ benedikta zur nieden,oficial,La América,Noveno,matemáticas,6
inst educ maria de los angeles cano marquez,oficial,Popular,Quinto,lenguaje,6
inst educ maria de los angeles cano marquez,oficial,Popular,Tercero,matemáticas,6
inst educ maria de los angeles cano marquez,oficial,Popular,Tercero,lenguaje,6
inst educ maria de los angeles cano marquez,oficial,Popular,Quinto,matemáticas,6
inst educ maria de los angeles cano marquez,oficial,Popular,Noveno,matemáticas,6
inst educ maria de los angeles cano marquez,oficial,Popular,Noveno,lenguaje,6
inst educ octavio calderon mejia,oficial,Guayabal,Tercero,lenguaje,6
inst educ octavio calderon mejia,oficial,Guayabal,Quinto,matemáticas,6
inst educ octavio calderon mejia,oficial,Guayabal,Noveno,lenguaje,6
inst educ octavio calderon mejia,oficial,Guayabal,Quinto,lenguaje,6
inst educ octavio calderon mejia,oficial,Guayabal,Tercero,matemáticas,6
inst educ octavio calderon mejia,oficial,Guayabal,Noveno,matemáticas,6
inst educ pedro claver aguirre,oficial,Castilla,Noveno,matemáticas,6
inst educ pedro claver aguirre,oficial,Castilla,Quinto,lenguaje,6
inst educ pedro claver aguirre,oficial,Castilla,Quinto,matemáticas,6
inst educ pedro claver aguirre,oficial,Castilla,Tercero,matemáticas,6
inst educ pedro claver aguirre,oficial,Castilla,Noveno,lenguaje,6
inst educ pedro claver aguirre,oficial,Castilla,Tercero,lenguaje,6
inst educ juvenil nuevo futuro,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ juvenil nuevo futuro,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ juvenil nuevo futuro,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ juvenil nuevo futuro,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ juvenil nuevo futuro,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ juvenil nuevo futuro,oficial,Doce de Octubre,Noveno,matemáticas,6
col sagrada familia aldea pablo vi,contratacion,Popular,Tercero,lenguaje,6
col sagrada familia aldea pablo vi,contratacion,Popular,Quinto,matemáticas,6
col sagrada familia aldea pablo vi,contratacion,Popular,Quinto,lenguaje,6
col sagrada familia aldea pablo vi,contratacion,Popular,Noveno,lenguaje,6
col sagrada familia aldea pablo vi,contratacion,Popular,Tercero,matemáticas,6
col sagrada familia aldea pablo vi,contratacion,Popular,Noveno,matemáticas,6
inst educ pablo neruda,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ pablo neruda,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ pablo neruda,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ pablo neruda,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ pablo neruda,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ pablo neruda,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ el diamante,oficial,Robledo,Quinto,lenguaje,6
inst educ el diamante,oficial,Robledo,Noveno,matemáticas,6
inst educ el diamante,oficial,Robledo,Tercero,lenguaje,6
inst educ el diamante,oficial,Robledo,Noveno,lenguaje,6
inst educ el diamante,oficial,Robledo,Tercero,matemáticas,6
inst educ el diamante,oficial,Robledo,Quinto,matemáticas,6
inst educ bello horizonte,oficial,Robledo,Noveno,matemáticas,6
inst educ bello horizonte,oficial,Robledo,Quinto,matemáticas,6
inst educ bello horizonte,oficial,Robledo,Tercero,matemáticas,6
inst educ bello horizonte,oficial,Robledo,Tercero,lenguaje,6
inst educ bello horizonte,oficial,Robledo,Quinto,lenguaje,6
inst educ bello horizonte,oficial,Robledo,Noveno,lenguaje,6
inst educ loreto-gabriela gomez carvajal,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ loreto-gabriela gomez carvajal,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ loreto-gabriela gomez carvajal,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ loreto-gabriela gomez carvajal,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ loreto-gabriela gomez carvajal,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ loreto-gabriela gomez carvajal,oficial,Buenos Aires,Tercero,matemáticas,6
i.e. capilla del rosario,oficial,Belén,Noveno,lenguaje,6
i.e. capilla del rosario,oficial,Belén,Tercero,matemáticas,6
i.e. capilla del rosario,oficial,Belén,Quinto,matemáticas,6
i.e. capilla del rosario,oficial,Belén,Tercero,lenguaje,6
i.e. capilla del rosario,oficial,Belén,Noveno,matemáticas,6
i.e. capilla del rosario,oficial,Belén,Quinto,lenguaje,6
inst educ san lorenzo de aburra,oficial,Manrique,Noveno,matemáticas,6
inst educ san lorenzo de aburra,oficial,Manrique,Tercero,lenguaje,6
inst educ san lorenzo de aburra,oficial,Manrique,Quinto,lenguaje,6
inst educ san lorenzo de aburra,oficial,Manrique,Quinto,matemáticas,6
inst educ san lorenzo de aburra,oficial,Manrique,Tercero,matemáticas,6
inst educ san lorenzo de aburra,oficial,Manrique,Noveno,lenguaje,6
inst educ san juan bosco,oficial,Aranjuez,Noveno,matemáticas,6
inst educ san juan bosco,oficial,Aranjuez,Tercero,lenguaje,6
inst educ san juan bosco,oficial,Aranjuez,Tercero,matemáticas,6
inst educ san juan bosco,oficial,Aranjuez,Noveno,lenguaje,6
inst educ san juan bosco,oficial,Aranjuez,Quinto,lenguaje,6
inst educ san juan bosco,oficial,Aranjuez,Quinto,matemáticas,6
inst educ felix henao botero,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ felix henao botero,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ felix henao botero,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ felix henao botero,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ felix henao botero,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ felix henao botero,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ hernan toro agudelo,oficial,Manrique,Quinto,lenguaje,6
inst educ hernan toro agudelo,oficial,Manrique,Tercero,matemáticas,6
inst educ hernan toro agudelo,oficial,Manrique,Noveno,lenguaje,6
inst educ hernan toro agudelo,oficial,Manrique,Noveno,matemáticas,6
inst educ hernan toro agudelo,oficial,Manrique,Tercero,lenguaje,6
inst educ hernan toro agudelo,oficial,Manrique,Quinto,matemáticas,6
inst educ maestro fernando botero,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ maestro fernando botero,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ maestro fernando botero,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ maestro fernando botero,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ maestro fernando botero,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ maestro fernando botero,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ santos angeles custodios,oficial,Guayabal,Noveno,matemáticas,6
inst educ santos angeles custodios,oficial,Guayabal,Tercero,lenguaje,6
inst educ santos angeles custodios,oficial,Guayabal,Noveno,lenguaje,6
inst educ santos angeles custodios,oficial,Guayabal,Quinto,lenguaje,6
inst educ santos angeles custodios,oficial,Guayabal,Tercero,matemáticas,6
inst educ santos angeles custodios,oficial,Guayabal,Quinto,matemáticas,6
inst educ la esperanza,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ la esperanza,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ la esperanza,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ la esperanza,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ la esperanza,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ la esperanza,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ fe y alegria la cima,oficial,Manrique,Quinto,matemáticas,6
inst educ fe y alegria la cima,oficial,Manrique,Quinto,lenguaje,6
inst educ fe y alegria la cima,oficial,Manrique,Noveno,matemáticas,6
inst educ fe y alegria la cima,oficial,Manrique,Noveno,lenguaje,6
inst educ fe y alegria la cima,oficial,Manrique,Tercero,lenguaje,6
inst educ fe y alegria la cima,oficial,Manrique,Tercero,matemáticas,6
inst educ  ana de castrillon,oficial,La Candelaria,Quinto,matemáticas,6
inst educ  ana de castrillon,oficial,La Candelaria,Noveno,matemáticas,6
inst educ  ana de castrillon,oficial,La Candelaria,Quinto,lenguaje,6
inst educ  ana de castrillon,oficial,La Candelaria,Noveno,lenguaje,6
inst educ  ana de castrillon,oficial,La Candelaria,Tercero,matemáticas,6
inst educ  ana de castrillon,oficial,La Candelaria,Tercero,lenguaje,6
cent educal don bosco,privado,Castilla,Quinto,matemáticas,6
cent educal don bosco,privado,Castilla,Quinto,lenguaje,6
cent educal don bosco,privado,Castilla,Noveno,matemáticas,6
cent educal don bosco,privado,Castilla,Tercero,lenguaje,6
cent educal don bosco,privado,Castilla,Noveno,lenguaje,6
cent educal don bosco,privado,Castilla,Tercero,matemáticas,6
inst educ tomas carrasquilla no. 2,oficial,Robledo,Tercero,lenguaje,6
inst educ tomas carrasquilla no. 2,oficial,Robledo,Quinto,lenguaje,6
inst educ tomas carrasquilla no. 2,oficial,Robledo,Noveno,matemáticas,6
inst educ tomas carrasquilla no. 2,oficial,Robledo,Quinto,matemáticas,6
inst educ tomas carrasquilla no. 2,oficial,Robledo,Noveno,lenguaje,6
inst educ tomas carrasquilla no. 2,oficial,Robledo,Tercero,matemáticas,6
inst educ jose asuncion silva,oficial,Castilla,Quinto,matemáticas,6
inst educ jose asuncion silva,oficial,Castilla,Tercero,lenguaje,6
inst educ jose asuncion silva,oficial,Castilla,Tercero,matemáticas,6
inst educ jose asuncion silva,oficial,Castilla,Noveno,matemáticas,6
inst educ jose asuncion silva,oficial,Castilla,Noveno,lenguaje,6
inst educ jose asuncion silva,oficial,Castilla,Quinto,lenguaje,6
inst educ merceditas gomez martinez,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ merceditas gomez martinez,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ merceditas gomez martinez,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ merceditas gomez martinez,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ merceditas gomez martinez,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ merceditas gomez martinez,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ ciudadela las americas,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ ciudadela las americas,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ ciudadela las americas,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ ciudadela las americas,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ ciudadela las americas,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ ciudadela las americas,oficial,Doce de Octubre,Tercero,matemáticas,6
